session_id,user_id,course_id,intent,user_query,ai_response_summary,tokens_used,satisfaction_score,created_at
AIS0020624,USR033120,CRS007975,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3164,5,2026-04-10
AIS0020625,USR024849,CRS048958,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2855,2,2026-02-17
AIS0020626,USR035713,CRS002440,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1161,2,2026-02-19
AIS0020627,USR045461,CRS015322,Quiz Generation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",971,5,2026-03-07
AIS0020628,USR018214,CRS024838,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4767,3,2026-03-12
AIS0020629,USR028834,CRS020663,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4692,2,2026-05-04
AIS0020630,USR003557,CRS025436,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3097,1,2026-02-23
AIS0020631,USR007278,CRS044657,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4619,3,2026-02-24
AIS0020632,USR009118,CRS015350,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3046,3,2026-04-19
AIS0020633,USR002588,CRS036194,Career Guidance,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2597,2,2026-02-27
AIS0020634,USR015519,CRS024521,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2453,2,2026-02-17
AIS0020635,USR035272,CRS038499,Assignment Help,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3495,5,2026-03-16
AIS0020636,USR017012,CRS012168,Revision,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4891,1,2026-03-03
AIS0020637,USR048240,CRS018132,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1556,4,2026-05-08
AIS0020638,USR011048,CRS023586,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2308,2,2026-04-23
AIS0020639,USR038958,CRS029618,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4894,1,2026-04-26
AIS0020640,USR038541,CRS048916,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",868,4,2026-02-15
AIS0020641,USR025383,CRS010267,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4621,5,2026-03-23
AIS0020642,USR010429,CRS025637,Quiz Generation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",787,2,2026-02-22
AIS0020643,USR003375,CRS041210,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2225,1,2026-03-31
AIS0020644,USR046781,CRS040132,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3136,5,2026-05-12
AIS0020645,USR038488,CRS009681,Revision,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4377,4,2026-03-25
AIS0020646,USR003071,CRS029498,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",834,3,2026-04-19
AIS0020647,USR035028,CRS010015,Doubt Solving,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2687,5,2026-03-30
AIS0020648,USR024353,CRS025849,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1746,3,2026-05-07
AIS0020649,USR001107,CRS023955,Quiz Generation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2443,1,2026-04-23
AIS0020650,USR028680,CRS034290,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1647,5,2026-03-12
AIS0020651,USR003882,CRS000413,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",354,1,2026-02-28
AIS0020652,USR024554,CRS015557,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",762,5,2026-02-18
AIS0020653,USR033300,CRS005077,Quiz Generation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",387,1,2026-05-03
AIS0020654,USR015116,CRS034847,Assignment Help,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3299,5,2026-05-09
AIS0020655,USR014679,CRS048742,Quiz Generation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2859,1,2026-04-28
AIS0020656,USR038477,CRS048299,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3721,5,2026-03-10
AIS0020657,USR002657,CRS014370,Doubt Solving,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1302,2,2026-03-25
AIS0020658,USR018977,CRS032198,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3376,3,2026-04-03
AIS0020659,USR049305,CRS006741,Doubt Solving,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1370,5,2026-02-17
AIS0020660,USR022277,CRS046451,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4479,1,2026-04-24
AIS0020661,USR010932,CRS006450,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",256,3,2026-04-15
AIS0020662,USR031807,CRS012852,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1171,4,2026-02-23
AIS0020663,USR010342,CRS019272,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2822,3,2026-04-01
AIS0020664,USR036630,CRS033018,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1107,1,2026-05-08
AIS0020665,USR037246,CRS007858,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2641,4,2026-03-08
AIS0020666,USR019793,CRS041061,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4613,4,2026-03-07
AIS0020667,USR010398,CRS022107,Concept Explanation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2192,1,2026-05-09
AIS0020668,USR033701,CRS038601,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3153,3,2026-04-07
AIS0020669,USR006294,CRS013441,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4273,3,2026-04-15
AIS0020670,USR001174,CRS008320,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1383,5,2026-04-10
AIS0020671,USR045151,CRS021200,Concept Explanation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1754,4,2026-05-10
AIS0020672,USR010231,CRS047873,Assignment Help,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3701,5,2026-04-06
AIS0020673,USR033795,CRS009300,Revision,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",456,4,2026-02-21
AIS0020674,USR002909,CRS032738,Doubt Solving,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1984,1,2026-05-11
AIS0020675,USR023398,CRS041816,Concept Explanation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2764,5,2026-03-21
AIS0020676,USR034682,CRS000813,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3863,3,2026-05-06
AIS0020677,USR047000,CRS017069,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4937,3,2026-03-22
AIS0020678,USR028427,CRS030620,Revision,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1527,1,2026-04-02
AIS0020679,USR011890,CRS042635,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1664,5,2026-04-02
AIS0020680,USR001720,CRS034506,Quiz Generation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2621,4,2026-05-09
AIS0020681,USR041050,CRS013490,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2684,4,2026-03-06
AIS0020682,USR026678,CRS036273,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",686,2,2026-03-27
AIS0020683,USR040521,CRS047204,Assignment Help,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2365,1,2026-03-31
AIS0020684,USR014718,CRS032774,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2011,3,2026-03-06
AIS0020685,USR016992,CRS006196,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4455,4,2026-03-17
AIS0020686,USR000929,CRS024705,Revision,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3176,2,2026-03-31
AIS0020687,USR028997,CRS035056,Doubt Solving,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4341,2,2026-02-17
AIS0020688,USR012622,CRS009290,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2240,2,2026-02-15
AIS0020689,USR031417,CRS022921,Revision,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4721,3,2026-04-27
AIS0020690,USR026424,CRS003759,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2689,5,2026-04-15
AIS0020691,USR023646,CRS004640,Revision,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4441,5,2026-03-06
AIS0020692,USR039255,CRS020170,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3165,2,2026-04-05
AIS0020693,USR036615,CRS010090,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4971,1,2026-03-28
AIS0020694,USR040178,CRS010498,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2226,4,2026-04-27
AIS0020695,USR035981,CRS046419,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2677,1,2026-05-06
AIS0020696,USR039090,CRS033262,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",798,1,2026-02-20
AIS0020697,USR004980,CRS028009,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",696,3,2026-03-05
AIS0020698,USR017792,CRS036193,Quiz Generation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2770,5,2026-03-04
AIS0020699,USR036817,CRS036438,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2874,1,2026-03-10
AIS0020700,USR030681,CRS017528,Assignment Help,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2072,2,2026-03-22
AIS0020701,USR013443,CRS043732,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4326,4,2026-02-28
AIS0020702,USR011887,CRS029690,Quiz Generation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4265,5,2026-04-14
AIS0020703,USR011100,CRS014733,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4040,1,2026-04-15
AIS0020704,USR001706,CRS014863,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2288,1,2026-02-13
AIS0020705,USR032441,CRS048052,Career Guidance,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1258,2,2026-05-13
AIS0020706,USR013088,CRS007579,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2668,1,2026-04-13
AIS0020707,USR048606,CRS044052,Assignment Help,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2366,4,2026-02-28
AIS0020708,USR032293,CRS046443,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3567,3,2026-05-04
AIS0020709,USR004656,CRS018433,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",301,3,2026-02-15
AIS0020710,USR009436,CRS005404,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4631,3,2026-03-09
AIS0020711,USR025517,CRS022581,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",375,3,2026-02-22
AIS0020712,USR019674,CRS000511,Assignment Help,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1607,2,2026-02-19
AIS0020713,USR027643,CRS030777,Quiz Generation,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1558,5,2026-04-28
AIS0020714,USR020555,CRS042680,Doubt Solving,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1179,5,2026-03-08
AIS0020715,USR047105,CRS040642,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1783,1,2026-04-17
AIS0020716,USR007656,CRS034576,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2767,1,2026-04-04
AIS0020717,USR025825,CRS014310,Career Guidance,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1445,4,2026-04-03
AIS0020718,USR020644,CRS038591,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2033,5,2026-04-24
AIS0020719,USR004000,CRS024980,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2939,3,2026-02-27
AIS0020720,USR008340,CRS003348,Concept Explanation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",382,1,2026-05-06
AIS0020721,USR040868,CRS042449,Revision,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4718,1,2026-03-23
AIS0020722,USR026004,CRS046816,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1652,4,2026-03-10
AIS0020723,USR007386,CRS049449,Concept Explanation,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3762,5,2026-04-05
AIS0020724,USR033449,CRS010339,Doubt Solving,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3163,2,2026-03-03
AIS0020725,USR021951,CRS033648,Revision,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4881,5,2026-03-04
AIS0020726,USR045560,CRS029949,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2293,4,2026-02-18
AIS0020727,USR021886,CRS039608,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3729,2,2026-05-06
AIS0020728,USR030976,CRS006042,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2161,1,2026-04-11
AIS0020729,USR023335,CRS044147,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1085,4,2026-05-06
AIS0020730,USR028115,CRS032036,Career Guidance,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1103,3,2026-04-02
AIS0020731,USR002799,CRS045351,Career Guidance,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3535,5,2026-03-23
AIS0020732,USR047178,CRS048301,Quiz Generation,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4155,2,2026-05-03
AIS0020733,USR045589,CRS023037,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",525,4,2026-02-12
AIS0020734,USR007688,CRS014326,Career Guidance,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2222,1,2026-03-06
AIS0020735,USR032429,CRS005368,Assignment Help,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3739,4,2026-02-28
AIS0020736,USR006851,CRS004196,Doubt Solving,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1629,5,2026-02-26
AIS0020737,USR002152,CRS039825,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3919,1,2026-03-02
AIS0020738,USR041014,CRS001960,Quiz Generation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3604,4,2026-04-02
AIS0020739,USR044273,CRS040274,Doubt Solving,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2808,2,2026-04-10
AIS0020740,USR044774,CRS009843,Quiz Generation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3427,4,2026-05-12
AIS0020741,USR006192,CRS027014,Assignment Help,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",588,4,2026-03-28
AIS0020742,USR042295,CRS033208,Assignment Help,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3285,4,2026-03-12
AIS0020743,USR047050,CRS006158,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2025,4,2026-03-27
AIS0020744,USR036800,CRS040390,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1063,2,2026-03-21
AIS0020745,USR013181,CRS010655,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1012,5,2026-04-11
AIS0020746,USR021731,CRS034187,Concept Explanation,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1970,3,2026-04-10
AIS0020747,USR011872,CRS008823,Concept Explanation,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",439,2,2026-04-01
AIS0020748,USR000720,CRS035710,Assignment Help,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2493,4,2026-04-22
AIS0020749,USR041157,CRS024644,Revision,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3206,1,2026-04-07
AIS0020750,USR011654,CRS027813,Assignment Help,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2567,2,2026-03-23
AIS0020751,USR047384,CRS009793,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",653,2,2026-03-15
AIS0020752,USR016852,CRS013557,Concept Explanation,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1179,3,2026-03-23
AIS0020753,USR024934,CRS020138,Doubt Solving,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4753,5,2026-04-02
AIS0020754,USR035524,CRS019951,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1435,4,2026-05-06
AIS0020755,USR017118,CRS046383,Doubt Solving,Explain a concept related to Leadership with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3827,5,2026-03-24
AIS0020756,USR016357,CRS014561,Revision,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3828,5,2026-03-06
AIS0020757,USR029459,CRS037616,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",305,2,2026-03-18
AIS0020758,USR007288,CRS040462,Quiz Generation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",347,2,2026-05-10
AIS0020759,USR023687,CRS040119,Concept Explanation,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3767,3,2026-04-25
AIS0020760,USR030767,CRS003306,Career Guidance,Explain a concept related to Digital Marketing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2787,2,2026-05-01
AIS0020761,USR035333,CRS049890,Revision,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1675,2,2026-04-09
AIS0020762,USR034445,CRS019805,Concept Explanation,Explain a concept related to Data Science with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1975,5,2026-04-06
AIS0020763,USR024506,CRS019986,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4775,5,2026-04-19
AIS0020764,USR022927,CRS007329,Assignment Help,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3059,2,2026-02-20
AIS0020765,USR022698,CRS031176,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3548,3,2026-05-07
AIS0020766,USR013358,CRS006861,Quiz Generation,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2433,4,2026-03-27
AIS0020767,USR049556,CRS013191,Doubt Solving,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1293,3,2026-05-05
AIS0020768,USR014960,CRS046622,Assignment Help,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4176,1,2026-04-13
AIS0020769,USR012433,CRS008899,Revision,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2816,2,2026-02-28
AIS0020770,USR035730,CRS027225,Quiz Generation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2684,4,2026-04-20
AIS0020771,USR014523,CRS026242,Career Guidance,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",322,1,2026-02-21
AIS0020772,USR046596,CRS044451,Doubt Solving,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3569,1,2026-05-11
AIS0020773,USR034788,CRS045202,Assignment Help,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3882,4,2026-03-25
AIS0020774,USR029075,CRS040747,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3351,5,2026-04-05
AIS0020775,USR038090,CRS003100,Quiz Generation,Explain a concept related to Manufacturing with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1051,4,2026-05-08
AIS0020776,USR033271,CRS009342,Doubt Solving,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4826,3,2026-02-13
AIS0020777,USR000651,CRS012626,Career Guidance,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4114,1,2026-03-08
AIS0020778,USR005823,CRS040500,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4464,4,2026-04-22
AIS0020779,USR043636,CRS042310,Revision,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2127,5,2026-02-24
AIS0020780,USR047479,CRS001609,Career Guidance,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4780,1,2026-04-10
AIS0020781,USR019261,CRS000563,Career Guidance,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4356,5,2026-02-22
AIS0020782,USR018209,CRS039418,Concept Explanation,Explain a concept related to Project Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2107,3,2026-03-02
AIS0020783,USR032460,CRS004167,Concept Explanation,Explain a concept related to Healthcare with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2848,3,2026-04-11
AIS0020784,USR019620,CRS035302,Career Guidance,Explain a concept related to HR with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3113,1,2026-02-27
AIS0020785,USR045858,CRS017454,Career Guidance,Explain a concept related to Full Stack with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3483,1,2026-03-15
AIS0020786,USR045022,CRS021912,Career Guidance,Explain a concept related to AI with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1800,1,2026-04-04
AIS0020787,USR007347,CRS041902,Concept Explanation,Explain a concept related to Governance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3667,3,2026-03-02
AIS0020788,USR027869,CRS041248,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3643,3,2026-05-06
AIS0020789,USR045694,CRS024794,Doubt Solving,Explain a concept related to Cloud with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4907,5,2026-03-29
AIS0020790,USR037751,CRS001565,Doubt Solving,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3573,3,2026-03-31
AIS0020791,USR019745,CRS005668,Doubt Solving,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",2013,3,2026-02-23
AIS0020792,USR022373,CRS026734,Revision,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3344,5,2026-04-17
AIS0020793,USR033135,CRS045477,Concept Explanation,Explain a concept related to Cybersecurity with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",521,2,2026-03-20
AIS0020794,USR004511,CRS000038,Assignment Help,Explain a concept related to Quality Management with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",3104,4,2026-03-14
AIS0020795,USR010774,CRS030571,Concept Explanation,Explain a concept related to Sales with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",4257,2,2026-03-29
AIS0020796,USR033904,CRS000576,Career Guidance,Explain a concept related to Finance with examples.,"Generated personalized explanation, practice activity, and recommended next learning action.",1783,2,2026-04-28
