course_id,course_title,slug,domain,level,language,course_format,duration_hours,price_inr,trainer_id,mapped_skill_ids,ai_generated_summary,has_ai_tutor,has_gamified_assessment,certificate_enabled,rating,enrollment_count,status,created_at
CRS029554,Finance Expert Mastery Program 29554,finance-expert-mastery-program-29554-29554,Finance,Expert,Telugu,Microlearning,80,49999,USR043732,SKL00115|SKL00091,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,False,3.2,2334,Draft,2025-09-11
CRS029555,Project Management Intermediate Mastery Program 29555,project-management-intermediate-mastery-program-29555-29555,Project Management,Intermediate,Hindi,Live Instructor-led,2,24999,USR019810,SKL00391|SKL00294|SKL00341|SKL00428|SKL00051|SKL00019,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,4.9,9485,Draft,2024-07-16
CRS029556,Leadership Intermediate Mastery Program 29556,leadership-intermediate-mastery-program-29556-29556,Leadership,Intermediate,Tamil,Live Instructor-led,6,24999,USR016248,SKL00314|SKL00203|SKL00015,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.7,8101,Published,2026-04-20
CRS029557,Leadership Advanced Mastery Program 29557,leadership-advanced-mastery-program-29557-29557,Leadership,Advanced,Hindi,Self-paced,120,4999,USR024592,SKL00264|SKL00076|SKL00408,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.0,439,Archived,2024-08-18
CRS029558,Manufacturing Beginner Mastery Program 29558,manufacturing-beginner-mastery-program-29558-29558,Manufacturing,Beginner,Arabic,Self-paced,4,1999,USR033478,SKL00294|SKL00227|SKL00161|SKL00084|SKL00354|SKL00192,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,True,4.9,7404,Published,2025-11-15
CRS029559,Leadership Advanced Mastery Program 29559,leadership-advanced-mastery-program-29559-29559,Leadership,Advanced,English,Simulation Lab,2,4999,USR034690,SKL00238|SKL00356|SKL00342|SKL00368|SKL00471,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,4.9,6382,Draft,2024-10-04
CRS029560,Data Science Intermediate Mastery Program 29560,data-science-intermediate-mastery-program-29560-29560,Data Science,Intermediate,Hindi,Microlearning,2,999,USR008283,SKL00114|SKL00443|SKL00109,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.6,9704,Under Review,2024-05-22
CRS029561,HR Advanced Mastery Program 29561,hr-advanced-mastery-program-29561-29561,HR,Advanced,Hindi,Live Instructor-led,40,0,USR003821,SKL00030|SKL00146|SKL00063|SKL00013|SKL00475|SKL00336,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.6,8579,Published,2025-04-03
CRS029562,Cybersecurity Expert Mastery Program 29562,cybersecurity-expert-mastery-program-29562-29562,Cybersecurity,Expert,Tamil,Microlearning,80,999,USR033054,SKL00168|SKL00355|SKL00464|SKL00215,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,5.0,326,Draft,2025-12-20
CRS029563,Leadership Beginner Mastery Program 29563,leadership-beginner-mastery-program-29563-29563,Leadership,Beginner,Bengali,Hybrid,2,0,USR047811,SKL00435|SKL00328|SKL00457,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.1,2992,Draft,2024-08-12
CRS029564,Project Management Beginner Mastery Program 29564,project-management-beginner-mastery-program-29564-29564,Project Management,Beginner,Marathi,Self-paced,2,4999,USR004405,SKL00298|SKL00203|SKL00486|SKL00166|SKL00233,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.5,7847,Archived,2025-08-11
CRS029565,Governance Advanced Mastery Program 29565,governance-advanced-mastery-program-29565-29565,Governance,Advanced,English,Hybrid,80,1999,USR007626,SKL00370|SKL00320|SKL00339|SKL00272|SKL00109|SKL00281,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.5,9170,Under Review,2024-12-03
CRS029566,Governance Advanced Mastery Program 29566,governance-advanced-mastery-program-29566-29566,Governance,Advanced,Marathi,Hybrid,6,49999,USR027753,SKL00447|SKL00031|SKL00453|SKL00141|SKL00425|SKL00416,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.8,1582,Under Review,2024-05-29
CRS029567,AI Advanced Mastery Program 29567,ai-advanced-mastery-program-29567-29567,AI,Advanced,Kannada,Self-paced,80,0,USR046095,SKL00154|SKL00405,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,5.0,3357,Archived,2025-11-05
CRS029568,Cloud Expert Mastery Program 29568,cloud-expert-mastery-program-29568-29568,Cloud,Expert,Bengali,Microlearning,12,14999,USR015904,SKL00139|SKL00317,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.8,999,Published,2024-09-21
CRS029569,AI Expert Mastery Program 29569,ai-expert-mastery-program-29569-29569,AI,Expert,Bengali,Self-paced,12,14999,USR048292,SKL00281|SKL00278|SKL00046,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,3.6,7154,Archived,2025-10-01
CRS029570,Cybersecurity Beginner Mastery Program 29570,cybersecurity-beginner-mastery-program-29570-29570,Cybersecurity,Beginner,Bengali,Live Instructor-led,80,14999,USR049372,SKL00075|SKL00482|SKL00142,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.1,4082,Draft,2026-04-13
CRS029571,Governance Intermediate Mastery Program 29571,governance-intermediate-mastery-program-29571-29571,Governance,Intermediate,Hindi,Microlearning,6,999,USR011723,SKL00106|SKL00317|SKL00306|SKL00134,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,4.2,7346,Under Review,2025-01-22
CRS029572,Quality Management Intermediate Mastery Program 29572,quality-management-intermediate-mastery-program-29572-29572,Quality Management,Intermediate,English,Cohort-based,40,999,USR048923,SKL00071|SKL00355|SKL00055|SKL00461|SKL00039,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.9,4954,Archived,2026-01-06
CRS029573,Manufacturing Intermediate Mastery Program 29573,manufacturing-intermediate-mastery-program-29573-29573,Manufacturing,Intermediate,Hindi,Live Instructor-led,6,999,USR045084,SKL00486|SKL00367,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.9,6699,Published,2024-09-25
CRS029574,Data Science Advanced Mastery Program 29574,data-science-advanced-mastery-program-29574-29574,Data Science,Advanced,Telugu,Live Instructor-led,4,499,USR009402,SKL00384|SKL00117,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.6,1851,Draft,2026-04-03
CRS029575,Quality Management Expert Mastery Program 29575,quality-management-expert-mastery-program-29575-29575,Quality Management,Expert,French,Microlearning,40,999,USR017909,SKL00018|SKL00128|SKL00300|SKL00337,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,4.3,788,Published,2025-03-23
CRS029576,Cloud Expert Mastery Program 29576,cloud-expert-mastery-program-29576-29576,Cloud,Expert,Hindi,Cohort-based,6,4999,USR005122,SKL00453|SKL00303|SKL00368|SKL00202,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.8,215,Draft,2026-02-01
CRS029577,Finance Advanced Mastery Program 29577,finance-advanced-mastery-program-29577-29577,Finance,Advanced,English,Hybrid,16,9999,USR041197,SKL00078|SKL00104,"This course builds practical capability in Finance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.1,34,Published,2026-04-15
CRS029578,Digital Marketing Expert Mastery Program 29578,digital-marketing-expert-mastery-program-29578-29578,Digital Marketing,Expert,Bengali,Live Instructor-led,24,0,USR016464,SKL00372|SKL00455|SKL00339|SKL00466,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.5,8318,Under Review,2025-05-30
CRS029579,Quality Management Beginner Mastery Program 29579,quality-management-beginner-mastery-program-29579-29579,Quality Management,Beginner,Bengali,Simulation Lab,16,4999,USR042732,SKL00027|SKL00162|SKL00458|SKL00405|SKL00347,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.1,5155,Published,2025-11-01
CRS029580,Project Management Beginner Mastery Program 29580,project-management-beginner-mastery-program-29580-29580,Project Management,Beginner,Tamil,Cohort-based,120,999,USR026486,SKL00140|SKL00357,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.4,1792,Draft,2025-03-14
CRS029581,Cybersecurity Intermediate Mastery Program 29581,cybersecurity-intermediate-mastery-program-29581-29581,Cybersecurity,Intermediate,English,Microlearning,80,0,USR045502,SKL00322|SKL00298|SKL00262|SKL00403|SKL00269|SKL00221,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.4,788,Published,2025-07-21
CRS029582,Healthcare Expert Mastery Program 29582,healthcare-expert-mastery-program-29582-29582,Healthcare,Expert,French,Hybrid,16,49999,USR001698,SKL00407|SKL00284|SKL00172,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,4.1,9677,Draft,2025-08-23
CRS029583,Sales Advanced Mastery Program 29583,sales-advanced-mastery-program-29583-29583,Sales,Advanced,Marathi,Live Instructor-led,16,999,USR015673,SKL00129|SKL00375|SKL00406|SKL00471|SKL00494|SKL00267,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.5,7569,Under Review,2025-04-24
CRS029584,Project Management Intermediate Mastery Program 29584,project-management-intermediate-mastery-program-29584-29584,Project Management,Intermediate,Tamil,Self-paced,40,999,USR020694,SKL00311|SKL00088|SKL00495|SKL00306,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,3.4,4003,Published,2025-09-13
CRS029585,Quality Management Beginner Mastery Program 29585,quality-management-beginner-mastery-program-29585-29585,Quality Management,Beginner,English,Hybrid,60,49999,USR019955,SKL00039|SKL00050|SKL00444|SKL00486|SKL00281|SKL00384,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,3.5,2703,Archived,2025-09-18
CRS029586,Data Science Intermediate Mastery Program 29586,data-science-intermediate-mastery-program-29586-29586,Data Science,Intermediate,Kannada,Self-paced,80,24999,USR004147,SKL00268|SKL00071|SKL00388|SKL00200,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,4.1,9283,Published,2025-11-09
CRS029587,Digital Marketing Beginner Mastery Program 29587,digital-marketing-beginner-mastery-program-29587-29587,Digital Marketing,Beginner,Bengali,Live Instructor-led,4,14999,USR031516,SKL00131|SKL00097|SKL00016|SKL00305|SKL00333|SKL00319,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.7,9488,Archived,2025-02-28
CRS029588,Cloud Beginner Mastery Program 29588,cloud-beginner-mastery-program-29588-29588,Cloud,Beginner,Arabic,Live Instructor-led,120,9999,USR019950,SKL00197|SKL00495|SKL00264|SKL00089,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.6,6123,Archived,2025-07-25
CRS029589,Leadership Expert Mastery Program 29589,leadership-expert-mastery-program-29589-29589,Leadership,Expert,English,Hybrid,2,4999,USR043516,SKL00300|SKL00194|SKL00229,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.8,5691,Draft,2026-03-08
CRS029590,Quality Management Beginner Mastery Program 29590,quality-management-beginner-mastery-program-29590-29590,Quality Management,Beginner,Arabic,Microlearning,80,0,USR000941,SKL00401|SKL00321|SKL00196|SKL00247|SKL00375|SKL00064,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.2,6051,Published,2026-03-08
CRS029591,Cloud Advanced Mastery Program 29591,cloud-advanced-mastery-program-29591-29591,Cloud,Advanced,Marathi,Microlearning,16,9999,USR033232,SKL00199|SKL00424|SKL00028|SKL00297|SKL00138|SKL00387,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.9,973,Archived,2026-01-22
CRS029592,HR Intermediate Mastery Program 29592,hr-intermediate-mastery-program-29592-29592,HR,Intermediate,English,Simulation Lab,6,49999,USR040354,SKL00272|SKL00134|SKL00165,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.6,4473,Under Review,2025-08-04
CRS029593,HR Beginner Mastery Program 29593,hr-beginner-mastery-program-29593-29593,HR,Beginner,Bengali,Microlearning,16,499,USR033226,SKL00293|SKL00424|SKL00072|SKL00069|SKL00399|SKL00089,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.5,5130,Draft,2024-12-12
CRS029594,Manufacturing Intermediate Mastery Program 29594,manufacturing-intermediate-mastery-program-29594-29594,Manufacturing,Intermediate,Gujarati,Hybrid,4,1999,USR023793,SKL00036|SKL00380|SKL00118|SKL00494|SKL00410,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.7,8595,Draft,2025-06-26
CRS029595,Sales Advanced Mastery Program 29595,sales-advanced-mastery-program-29595-29595,Sales,Advanced,French,Hybrid,80,999,USR038888,SKL00174|SKL00255|SKL00208|SKL00053,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.8,8272,Published,2024-12-08
CRS029596,Healthcare Expert Mastery Program 29596,healthcare-expert-mastery-program-29596-29596,Healthcare,Expert,Hindi,Hybrid,12,0,USR005869,SKL00402|SKL00457|SKL00143|SKL00142|SKL00420|SKL00265,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.5,4007,Under Review,2024-10-14
CRS029597,Governance Expert Mastery Program 29597,governance-expert-mastery-program-29597-29597,Governance,Expert,Marathi,Live Instructor-led,12,999,USR047816,SKL00244|SKL00162|SKL00026|SKL00384,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.8,5966,Under Review,2026-03-19
CRS029598,Cloud Beginner Mastery Program 29598,cloud-beginner-mastery-program-29598-29598,Cloud,Beginner,Hindi,Live Instructor-led,80,499,USR032905,SKL00416|SKL00307|SKL00456|SKL00296|SKL00357,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,False,4.1,9306,Published,2024-12-25
CRS029599,Cloud Beginner Mastery Program 29599,cloud-beginner-mastery-program-29599-29599,Cloud,Beginner,Bengali,Live Instructor-led,16,4999,USR002752,SKL00097|SKL00064|SKL00242|SKL00491|SKL00223,"This course builds practical capability in Cloud through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.9,8089,Archived,2026-02-03
CRS029600,Healthcare Advanced Mastery Program 29600,healthcare-advanced-mastery-program-29600-29600,Healthcare,Advanced,Telugu,Live Instructor-led,2,49999,USR023669,SKL00168|SKL00436|SKL00082|SKL00415,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.2,6535,Published,2024-05-20
CRS029601,HR Beginner Mastery Program 29601,hr-beginner-mastery-program-29601-29601,HR,Beginner,Telugu,Hybrid,24,49999,USR004275,SKL00214|SKL00390|SKL00136|SKL00072,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.8,6824,Published,2025-04-22
CRS029602,Quality Management Intermediate Mastery Program 29602,quality-management-intermediate-mastery-program-29602-29602,Quality Management,Intermediate,Arabic,Self-paced,12,49999,USR002281,SKL00414|SKL00487|SKL00169|SKL00033|SKL00344|SKL00465,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,3.3,7574,Published,2025-02-06
CRS029603,Manufacturing Beginner Mastery Program 29603,manufacturing-beginner-mastery-program-29603-29603,Manufacturing,Beginner,Bengali,Simulation Lab,120,1999,USR024307,SKL00147|SKL00209,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.2,4849,Archived,2025-12-24
CRS029604,Sales Intermediate Mastery Program 29604,sales-intermediate-mastery-program-29604-29604,Sales,Intermediate,Gujarati,Simulation Lab,12,0,USR028637,SKL00076|SKL00251|SKL00333,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.6,7027,Published,2024-09-15
CRS029605,Manufacturing Advanced Mastery Program 29605,manufacturing-advanced-mastery-program-29605-29605,Manufacturing,Advanced,Kannada,Simulation Lab,24,9999,USR046497,SKL00405|SKL00494|SKL00392|SKL00470|SKL00343,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.2,7750,Under Review,2024-08-10
CRS029606,Leadership Beginner Mastery Program 29606,leadership-beginner-mastery-program-29606-29606,Leadership,Beginner,Kannada,Cohort-based,40,999,USR025231,SKL00175|SKL00060|SKL00054|SKL00345,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.8,920,Under Review,2025-01-22
CRS029607,Project Management Beginner Mastery Program 29607,project-management-beginner-mastery-program-29607-29607,Project Management,Beginner,Tamil,Microlearning,2,49999,USR025235,SKL00036|SKL00139|SKL00199|SKL00044,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.7,4679,Draft,2026-02-08
CRS029608,Healthcare Beginner Mastery Program 29608,healthcare-beginner-mastery-program-29608-29608,Healthcare,Beginner,Gujarati,Hybrid,2,4999,USR014603,SKL00338|SKL00468|SKL00050|SKL00244|SKL00188|SKL00111,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.2,9347,Under Review,2026-05-08
CRS029609,Manufacturing Expert Mastery Program 29609,manufacturing-expert-mastery-program-29609-29609,Manufacturing,Expert,Tamil,Hybrid,6,9999,USR034225,SKL00185|SKL00372|SKL00334,"This course builds practical capability in Manufacturing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.4,5661,Draft,2024-12-08
CRS029610,Project Management Advanced Mastery Program 29610,project-management-advanced-mastery-program-29610-29610,Project Management,Advanced,French,Self-paced,60,9999,USR027548,SKL00438|SKL00283|SKL00193|SKL00389|SKL00421|SKL00045,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.5,366,Under Review,2024-11-17
CRS029611,Cybersecurity Intermediate Mastery Program 29611,cybersecurity-intermediate-mastery-program-29611-29611,Cybersecurity,Intermediate,Hindi,Hybrid,16,0,USR049839,SKL00209|SKL00230,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.6,8480,Archived,2025-07-17
CRS029612,Project Management Beginner Mastery Program 29612,project-management-beginner-mastery-program-29612-29612,Project Management,Beginner,Telugu,Self-paced,12,14999,USR014153,SKL00296|SKL00174|SKL00169,"This course builds practical capability in Project Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.6,7710,Under Review,2026-01-15
CRS029613,Data Science Beginner Mastery Program 29613,data-science-beginner-mastery-program-29613-29613,Data Science,Beginner,Telugu,Simulation Lab,4,24999,USR039523,SKL00401|SKL00008|SKL00371|SKL00134|SKL00023|SKL00234,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,3.3,8799,Draft,2024-07-26
CRS029614,Governance Advanced Mastery Program 29614,governance-advanced-mastery-program-29614-29614,Governance,Advanced,Telugu,Microlearning,12,24999,USR002648,SKL00041|SKL00298|SKL00148|SKL00002|SKL00083,"This course builds practical capability in Governance through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.5,9193,Draft,2025-02-26
CRS029615,HR Advanced Mastery Program 29615,hr-advanced-mastery-program-29615-29615,HR,Advanced,Marathi,Self-paced,80,49999,USR010788,SKL00460|SKL00387|SKL00237|SKL00208|SKL00073|SKL00377,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.4,4587,Published,2026-03-03
CRS029616,Healthcare Advanced Mastery Program 29616,healthcare-advanced-mastery-program-29616-29616,Healthcare,Advanced,Hindi,Live Instructor-led,40,0,USR017321,SKL00392|SKL00288|SKL00433|SKL00332|SKL00061|SKL00468,"This course builds practical capability in Healthcare through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.9,3586,Draft,2024-10-12
CRS029617,Leadership Expert Mastery Program 29617,leadership-expert-mastery-program-29617-29617,Leadership,Expert,Gujarati,Cohort-based,16,24999,USR010125,SKL00264|SKL00337|SKL00098|SKL00219|SKL00472,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.2,4390,Draft,2026-02-03
CRS029618,Cybersecurity Beginner Mastery Program 29618,cybersecurity-beginner-mastery-program-29618-29618,Cybersecurity,Beginner,French,Cohort-based,60,14999,USR040376,SKL00461|SKL00432|SKL00190|SKL00369|SKL00219|SKL00384,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.2,2688,Draft,2025-07-25
CRS029619,HR Expert Mastery Program 29619,hr-expert-mastery-program-29619-29619,HR,Expert,English,Microlearning,120,499,USR004155,SKL00050|SKL00256|SKL00336|SKL00442,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,False,3.2,4371,Under Review,2024-08-31
CRS029620,Digital Marketing Advanced Mastery Program 29620,digital-marketing-advanced-mastery-program-29620-29620,Digital Marketing,Advanced,Bengali,Self-paced,4,999,USR004446,SKL00306|SKL00273|SKL00027|SKL00057|SKL00071|SKL00463,"This course builds practical capability in Digital Marketing through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.6,9289,Archived,2025-12-06
CRS029621,AI Expert Mastery Program 29621,ai-expert-mastery-program-29621-29621,AI,Expert,Hindi,Self-paced,6,999,USR018651,SKL00434|SKL00089,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,False,3.9,5282,Draft,2024-12-24
CRS029622,Sales Intermediate Mastery Program 29622,sales-intermediate-mastery-program-29622-29622,Sales,Intermediate,English,Simulation Lab,12,49999,USR033890,SKL00186|SKL00093|SKL00218,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,4.0,6976,Draft,2026-04-02
CRS029623,AI Intermediate Mastery Program 29623,ai-intermediate-mastery-program-29623-29623,AI,Intermediate,Tamil,Self-paced,8,0,USR024205,SKL00407|SKL00216,"This course builds practical capability in AI through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,True,True,4.4,8244,Under Review,2026-03-12
CRS029624,Full Stack Advanced Mastery Program 29624,full-stack-advanced-mastery-program-29624-29624,Full Stack,Advanced,Tamil,Live Instructor-led,6,999,USR019385,SKL00398|SKL00497,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,False,3.8,4635,Archived,2026-04-26
CRS029625,Data Science Intermediate Mastery Program 29625,data-science-intermediate-mastery-program-29625-29625,Data Science,Intermediate,Telugu,Hybrid,40,9999,USR029157,SKL00281|SKL00219|SKL00338,"This course builds practical capability in Data Science through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",False,False,False,4.1,3683,Under Review,2025-07-03
CRS029626,Leadership Intermediate Mastery Program 29626,leadership-intermediate-mastery-program-29626-29626,Leadership,Intermediate,Hindi,Live Instructor-led,4,24999,USR027498,SKL00230|SKL00386|SKL00157,"This course builds practical capability in Leadership through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,3.9,322,Draft,2024-09-21
CRS029627,HR Intermediate Mastery Program 29627,hr-intermediate-mastery-program-29627-29627,HR,Intermediate,Tamil,Self-paced,60,24999,USR030825,SKL00485|SKL00380|SKL00319|SKL00406|SKL00221|SKL00078,"This course builds practical capability in HR through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.1,4728,Published,2024-06-09
CRS029628,Full Stack Beginner Mastery Program 29628,full-stack-beginner-mastery-program-29628-29628,Full Stack,Beginner,Tamil,Simulation Lab,6,4999,USR045914,SKL00337|SKL00394|SKL00143|SKL00022,"This course builds practical capability in Full Stack through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.0,9876,Draft,2025-11-30
CRS029629,Sales Expert Mastery Program 29629,sales-expert-mastery-program-29629-29629,Sales,Expert,Kannada,Microlearning,6,24999,USR002899,SKL00355|SKL00070|SKL00144|SKL00417|SKL00018|SKL00298,"This course builds practical capability in Sales through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.8,1121,Under Review,2025-01-18
CRS029630,Quality Management Intermediate Mastery Program 29630,quality-management-intermediate-mastery-program-29630-29630,Quality Management,Intermediate,Tamil,Hybrid,24,499,USR013328,SKL00237|SKL00267|SKL00025,"This course builds practical capability in Quality Management through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,False,True,4.3,5408,Under Review,2025-03-09
CRS029631,Cybersecurity Intermediate Mastery Program 29631,cybersecurity-intermediate-mastery-program-29631-29631,Cybersecurity,Intermediate,Bengali,Self-paced,8,9999,USR013522,SKL00259|SKL00396|SKL00345|SKL00114,"This course builds practical capability in Cybersecurity through adaptive lessons, projects, AI tutor support, gamified assessments, and credential-linked outcomes.",True,True,True,4.1,967,Published,2025-01-25
