thread_id,category,course_id,created_by_user_id,title,description,reply_count,accepted_answer_user_id,ai_answer_generated,status,created_at
FRM005569,Industry Discussion,CRS037282,USR039445,How to solve a practical challenge in Manufacturing? #5569,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",41,USR005617,False,Closed,2025-12-29
FRM005570,Assessment Help,CRS004886,USR041415,How to solve a practical challenge in Digital Marketing? #5570,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",86,USR016148,True,Resolved,2026-04-04
FRM005571,Doubt Solving,CRS017973,USR000648,How to solve a practical challenge in AI? #5571,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",80,USR010312,True,Resolved,2025-11-16
FRM005572,Project Help,CRS000351,USR014754,How to solve a practical challenge in AI? #5572,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",290,,True,Pinned,2026-03-28
FRM005573,AI Forum,CRS013554,USR039762,How to solve a practical challenge in HR? #5573,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",256,USR037878,True,Pinned,2026-01-02
FRM005574,Trainer Q&A,CRS033795,USR026812,How to solve a practical challenge in Manufacturing? #5574,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",214,,True,Resolved,2026-01-09
FRM005575,Project Help,,USR031448,How to solve a practical challenge in Manufacturing? #5575,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",192,USR016092,True,Pinned,2026-04-22
FRM005576,Assessment Help,CRS004916,USR042448,How to solve a practical challenge in Project Management? #5576,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",175,USR019130,True,Open,2025-11-17
FRM005577,Project Help,CRS003820,USR004421,How to solve a practical challenge in Cybersecurity? #5577,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",0,,False,Closed,2025-11-17
FRM005578,Industry Discussion,CRS010055,USR015288,How to solve a practical challenge in Cloud? #5578,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",139,,True,Open,2026-03-12
FRM005579,Assessment Help,,USR046051,How to solve a practical challenge in Finance? #5579,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",211,,True,Closed,2026-04-01
FRM005580,Doubt Solving,CRS020814,USR014712,How to solve a practical challenge in Quality Management? #5580,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",273,USR030301,False,Resolved,2026-01-19
FRM005581,Doubt Solving,CRS032272,USR015772,How to solve a practical challenge in Governance? #5581,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",86,,False,Closed,2026-02-03
FRM005582,Doubt Solving,,USR017803,How to solve a practical challenge in Full Stack? #5582,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",128,USR025667,True,Pinned,2026-04-14
FRM005583,Industry Discussion,,USR004930,How to solve a practical challenge in Digital Marketing? #5583,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",284,USR028733,True,Closed,2026-01-25
FRM005584,Assessment Help,CRS021628,USR029262,How to solve a practical challenge in Digital Marketing? #5584,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",103,,True,Pinned,2025-12-25
FRM005585,Project Help,,USR013435,How to solve a practical challenge in Cybersecurity? #5585,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",167,USR037438,True,Open,2025-12-24
FRM005586,Career Guidance,,USR029804,How to solve a practical challenge in Manufacturing? #5586,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",233,,False,Pinned,2025-12-24
FRM005587,Assessment Help,,USR041514,How to solve a practical challenge in Manufacturing? #5587,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",59,USR033973,True,Resolved,2026-02-20
FRM005588,Career Guidance,CRS024769,USR017690,How to solve a practical challenge in Healthcare? #5588,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",24,USR009152,True,Resolved,2026-04-13
FRM005589,AI Forum,CRS000169,USR014108,How to solve a practical challenge in Governance? #5589,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",33,,True,Closed,2026-01-31
FRM005590,Industry Discussion,,USR002732,How to solve a practical challenge in Quality Management? #5590,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",150,,True,Open,2025-11-23
FRM005591,Project Help,,USR047217,How to solve a practical challenge in Cloud? #5591,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",89,USR010981,False,Closed,2026-04-12
FRM005592,Assessment Help,CRS017208,USR043162,How to solve a practical challenge in Governance? #5592,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",281,,True,Pinned,2026-03-25
FRM005593,Industry Discussion,CRS029073,USR009369,How to solve a practical challenge in Healthcare? #5593,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",99,USR049570,True,Resolved,2025-11-24
FRM005594,Doubt Solving,CRS008608,USR048366,How to solve a practical challenge in Governance? #5594,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",178,USR021986,True,Resolved,2026-03-30
FRM005595,Trainer Q&A,CRS048508,USR010679,How to solve a practical challenge in Quality Management? #5595,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",19,USR023588,False,Closed,2025-12-05
FRM005596,Career Guidance,CRS030477,USR039783,How to solve a practical challenge in Sales? #5596,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",139,,True,Open,2025-12-27
FRM005597,Assessment Help,CRS033296,USR046271,How to solve a practical challenge in Healthcare? #5597,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",7,,True,Pinned,2026-05-10
FRM005598,Project Help,,USR024783,How to solve a practical challenge in Quality Management? #5598,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",33,USR013552,True,Pinned,2025-12-27
FRM005599,Doubt Solving,,USR028868,How to solve a practical challenge in Data Science? #5599,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",86,USR007978,True,Resolved,2026-03-08
FRM005600,Doubt Solving,CRS030111,USR005217,How to solve a practical challenge in Data Science? #5600,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",107,USR000853,False,Closed,2025-12-21
FRM005601,Career Guidance,CRS025184,USR004700,How to solve a practical challenge in Digital Marketing? #5601,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",49,,False,Resolved,2026-03-11
FRM005602,Industry Discussion,,USR022518,How to solve a practical challenge in Cybersecurity? #5602,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",176,USR040023,True,Resolved,2026-01-04
FRM005603,Trainer Q&A,CRS035104,USR038325,How to solve a practical challenge in Cloud? #5603,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",148,,True,Open,2026-02-26
FRM005604,Trainer Q&A,CRS000647,USR011874,How to solve a practical challenge in Full Stack? #5604,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",175,,True,Pinned,2026-02-20
FRM005605,Career Guidance,CRS015525,USR036628,How to solve a practical challenge in HR? #5605,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",64,,True,Resolved,2026-02-16
FRM005606,Career Guidance,CRS033314,USR044040,How to solve a practical challenge in Finance? #5606,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",218,,True,Closed,2026-01-26
FRM005607,Assessment Help,CRS011203,USR042588,How to solve a practical challenge in Leadership? #5607,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",8,USR018829,True,Closed,2026-01-08
FRM005608,Career Guidance,CRS009033,USR027029,How to solve a practical challenge in HR? #5608,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",181,,True,Resolved,2025-12-24
FRM005609,Career Guidance,CRS041426,USR044915,How to solve a practical challenge in Finance? #5609,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",182,USR030102,False,Open,2025-12-31
FRM005610,Industry Discussion,,USR037932,How to solve a practical challenge in Governance? #5610,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",29,USR018078,True,Pinned,2026-04-17
FRM005611,Doubt Solving,,USR017301,How to solve a practical challenge in Quality Management? #5611,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",15,USR027260,False,Pinned,2026-02-13
FRM005612,Doubt Solving,CRS005568,USR039318,How to solve a practical challenge in Manufacturing? #5612,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",173,,True,Pinned,2026-04-02
FRM005613,Industry Discussion,CRS009774,USR015426,How to solve a practical challenge in Full Stack? #5613,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",50,,True,Pinned,2026-05-06
FRM005614,Assessment Help,CRS019793,USR045414,How to solve a practical challenge in Cloud? #5614,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",178,,True,Resolved,2025-12-30
FRM005615,Project Help,CRS001362,USR004654,How to solve a practical challenge in Sales? #5615,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",264,,True,Closed,2026-01-12
FRM005616,Industry Discussion,,USR010946,How to solve a practical challenge in Manufacturing? #5616,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",271,USR008767,True,Resolved,2026-03-30
FRM005617,AI Forum,CRS011334,USR019238,How to solve a practical challenge in Project Management? #5617,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",273,USR027408,False,Closed,2026-04-10
FRM005618,Industry Discussion,CRS011976,USR026689,How to solve a practical challenge in HR? #5618,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",85,,True,Pinned,2025-12-01
FRM005619,Industry Discussion,CRS029522,USR007958,How to solve a practical challenge in Governance? #5619,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",259,,True,Open,2025-12-12
FRM005620,Doubt Solving,CRS040925,USR022877,How to solve a practical challenge in Digital Marketing? #5620,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",227,,False,Closed,2025-12-11
FRM005621,Project Help,CRS029338,USR021990,How to solve a practical challenge in Finance? #5621,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",62,,True,Open,2026-01-13
FRM005622,Industry Discussion,CRS035747,USR020157,How to solve a practical challenge in Quality Management? #5622,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",206,USR007676,False,Resolved,2025-11-23
FRM005623,Doubt Solving,,USR032483,How to solve a practical challenge in Data Science? #5623,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",111,USR005056,False,Open,2025-12-30
FRM005624,Industry Discussion,CRS026003,USR043428,How to solve a practical challenge in Healthcare? #5624,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",151,USR022554,True,Pinned,2026-02-17
FRM005625,Project Help,CRS041241,USR021937,How to solve a practical challenge in Manufacturing? #5625,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",64,,False,Closed,2026-01-06
FRM005626,Industry Discussion,CRS011909,USR026666,How to solve a practical challenge in Digital Marketing? #5626,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",296,USR041314,True,Closed,2026-04-20
FRM005627,Career Guidance,CRS004084,USR043802,How to solve a practical challenge in HR? #5627,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",104,USR011813,False,Pinned,2026-04-12
FRM005628,Career Guidance,CRS012896,USR034984,How to solve a practical challenge in Healthcare? #5628,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",162,USR009501,False,Pinned,2026-02-20
FRM005629,Doubt Solving,CRS018144,USR030977,How to solve a practical challenge in Finance? #5629,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",0,USR007282,True,Pinned,2025-11-27
FRM005630,Industry Discussion,,USR031015,How to solve a practical challenge in Cybersecurity? #5630,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",90,USR005596,False,Resolved,2026-03-08
FRM005631,Industry Discussion,,USR041613,How to solve a practical challenge in Governance? #5631,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",93,USR031091,True,Pinned,2026-04-03
FRM005632,Project Help,CRS012126,USR042668,How to solve a practical challenge in AI? #5632,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",95,,True,Open,2025-12-25
FRM005633,Doubt Solving,,USR049205,How to solve a practical challenge in Healthcare? #5633,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",282,,False,Pinned,2026-02-06
FRM005634,Project Help,,USR013206,How to solve a practical challenge in Data Science? #5634,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",280,,True,Open,2026-02-09
FRM005635,Assessment Help,CRS020826,USR035312,How to solve a practical challenge in Manufacturing? #5635,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",128,USR032479,False,Resolved,2025-12-09
FRM005636,Assessment Help,CRS031491,USR035819,How to solve a practical challenge in Digital Marketing? #5636,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",227,USR019209,True,Closed,2026-01-18
FRM005637,Career Guidance,,USR019766,How to solve a practical challenge in Leadership? #5637,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",280,USR020578,True,Open,2026-04-03
FRM005638,Industry Discussion,,USR040839,How to solve a practical challenge in HR? #5638,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",247,USR019459,True,Resolved,2026-01-13
FRM005639,Project Help,CRS033992,USR040068,How to solve a practical challenge in Leadership? #5639,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",185,USR024464,True,Pinned,2025-12-01
FRM005640,Trainer Q&A,CRS040751,USR034470,How to solve a practical challenge in Digital Marketing? #5640,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",61,,True,Pinned,2026-02-08
FRM005641,AI Forum,CRS028449,USR039949,How to solve a practical challenge in AI? #5641,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",166,USR043032,True,Resolved,2025-11-14
FRM005642,Doubt Solving,CRS018635,USR019518,How to solve a practical challenge in HR? #5642,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",78,USR035016,True,Pinned,2025-12-30
FRM005643,AI Forum,CRS038414,USR001077,How to solve a practical challenge in Finance? #5643,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",31,,True,Pinned,2026-05-13
FRM005644,AI Forum,CRS004477,USR039547,How to solve a practical challenge in Cloud? #5644,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",212,,True,Closed,2026-04-22
FRM005645,Career Guidance,CRS034821,USR023311,How to solve a practical challenge in Full Stack? #5645,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",209,,True,Resolved,2026-03-26
FRM005646,AI Forum,CRS001742,USR047076,How to solve a practical challenge in Governance? #5646,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",272,,True,Resolved,2026-04-12
FRM005647,Career Guidance,CRS043071,USR013083,How to solve a practical challenge in Digital Marketing? #5647,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",249,,False,Closed,2025-12-19
FRM005648,Assessment Help,,USR029542,How to solve a practical challenge in Governance? #5648,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Governance.",193,USR004286,True,Closed,2026-03-02
FRM005649,Doubt Solving,CRS044184,USR019225,How to solve a practical challenge in Manufacturing? #5649,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",153,,True,Pinned,2026-03-19
FRM005650,Doubt Solving,,USR043616,How to solve a practical challenge in Cloud? #5650,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",37,USR001298,False,Pinned,2026-03-24
FRM005651,Assessment Help,CRS028467,USR041231,How to solve a practical challenge in HR? #5651,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",127,USR017886,True,Closed,2026-03-14
FRM005652,Industry Discussion,CRS025739,USR007616,How to solve a practical challenge in Quality Management? #5652,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",88,,False,Pinned,2026-01-18
FRM005653,AI Forum,,USR021319,How to solve a practical challenge in Cloud? #5653,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",176,USR045346,False,Open,2026-04-05
FRM005654,Career Guidance,CRS021616,USR017430,How to solve a practical challenge in Cybersecurity? #5654,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",248,,True,Resolved,2026-03-24
FRM005655,Career Guidance,CRS041568,USR006826,How to solve a practical challenge in Cloud? #5655,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",191,,True,Open,2026-01-07
FRM005656,Industry Discussion,CRS016224,USR015272,How to solve a practical challenge in Project Management? #5656,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",98,,True,Pinned,2026-03-05
FRM005657,Industry Discussion,,USR008934,How to solve a practical challenge in Leadership? #5657,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",156,USR002125,True,Pinned,2026-02-28
FRM005658,Trainer Q&A,CRS046615,USR028644,How to solve a practical challenge in Cloud? #5658,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",71,USR034275,True,Resolved,2025-11-20
FRM005659,Trainer Q&A,CRS007359,USR011103,How to solve a practical challenge in Finance? #5659,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",47,,False,Open,2026-01-27
FRM005660,Doubt Solving,CRS032465,USR016229,How to solve a practical challenge in Finance? #5660,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",88,USR007299,True,Open,2026-04-09
FRM005661,Assessment Help,CRS035327,USR041837,How to solve a practical challenge in Full Stack? #5661,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",92,USR015953,True,Pinned,2026-01-16
FRM005662,Career Guidance,,USR024127,How to solve a practical challenge in AI? #5662,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",54,,True,Open,2026-01-09
FRM005663,Assessment Help,CRS005121,USR006587,How to solve a practical challenge in AI? #5663,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",4,USR005520,True,Open,2026-04-24
FRM005664,Career Guidance,CRS046877,USR038277,How to solve a practical challenge in Leadership? #5664,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",122,USR022826,True,Pinned,2026-02-07
FRM005665,Career Guidance,CRS036260,USR027652,How to solve a practical challenge in Quality Management? #5665,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",166,USR017874,True,Open,2026-01-03
FRM005666,Project Help,CRS039203,USR008276,How to solve a practical challenge in Sales? #5666,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",271,USR008587,True,Closed,2026-05-02
FRM005667,Trainer Q&A,,USR003733,How to solve a practical challenge in Cloud? #5667,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",153,,True,Open,2026-01-20
FRM005668,Doubt Solving,CRS040951,USR038243,How to solve a practical challenge in HR? #5668,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",144,,True,Closed,2026-04-08
FRM005669,Trainer Q&A,CRS036598,USR004765,How to solve a practical challenge in Digital Marketing? #5669,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",268,USR043291,False,Open,2025-11-24
FRM005670,AI Forum,,USR023812,How to solve a practical challenge in Quality Management? #5670,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",130,USR012567,False,Open,2025-11-18
FRM005671,Doubt Solving,CRS008850,USR010987,How to solve a practical challenge in Healthcare? #5671,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",176,USR025571,False,Pinned,2025-12-28
FRM005672,Assessment Help,CRS035344,USR003716,How to solve a practical challenge in Digital Marketing? #5672,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",184,USR033748,True,Resolved,2026-04-04
FRM005673,Assessment Help,CRS034952,USR049730,How to solve a practical challenge in Cloud? #5673,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",57,,True,Pinned,2026-01-26
FRM005674,AI Forum,CRS025959,USR002655,How to solve a practical challenge in HR? #5674,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",281,,True,Closed,2025-12-01
FRM005675,Doubt Solving,CRS041038,USR025028,How to solve a practical challenge in Cloud? #5675,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",110,,True,Closed,2026-04-07
FRM005676,Trainer Q&A,CRS043481,USR016647,How to solve a practical challenge in HR? #5676,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",48,,True,Open,2026-03-28
FRM005677,AI Forum,,USR034601,How to solve a practical challenge in Sales? #5677,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",50,USR040914,True,Resolved,2026-03-13
FRM005678,Career Guidance,CRS038491,USR001086,How to solve a practical challenge in Full Stack? #5678,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",38,USR040345,True,Pinned,2026-05-08
FRM005679,Assessment Help,,USR041783,How to solve a practical challenge in Cybersecurity? #5679,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cybersecurity.",57,USR038755,True,Open,2026-02-03
FRM005680,Industry Discussion,CRS007134,USR036633,How to solve a practical challenge in HR? #5680,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",142,,True,Open,2025-11-16
FRM005681,Industry Discussion,CRS026058,USR023639,How to solve a practical challenge in Manufacturing? #5681,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",191,USR026255,False,Closed,2026-03-28
FRM005682,Career Guidance,,USR025343,How to solve a practical challenge in Manufacturing? #5682,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Manufacturing.",172,USR039776,False,Closed,2025-12-22
FRM005683,Project Help,CRS048373,USR040181,How to solve a practical challenge in HR? #5683,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",152,USR025271,False,Open,2026-03-27
FRM005684,Trainer Q&A,,USR025257,How to solve a practical challenge in Finance? #5684,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",2,USR019043,True,Pinned,2026-03-30
FRM005685,Trainer Q&A,CRS009999,USR007914,How to solve a practical challenge in Data Science? #5685,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",83,,False,Pinned,2026-04-18
FRM005686,Project Help,CRS016228,USR045042,How to solve a practical challenge in HR? #5686,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",12,USR014497,True,Closed,2026-04-03
FRM005687,Project Help,CRS021828,USR035389,How to solve a practical challenge in HR? #5687,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",30,,True,Resolved,2026-04-01
FRM005688,Doubt Solving,CRS008500,USR038991,How to solve a practical challenge in Data Science? #5688,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Data Science.",217,,True,Pinned,2026-04-23
FRM005689,Doubt Solving,CRS010509,USR031067,How to solve a practical challenge in Project Management? #5689,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",3,,True,Resolved,2026-05-11
FRM005690,Trainer Q&A,,USR030731,How to solve a practical challenge in HR? #5690,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",37,,False,Open,2026-02-21
FRM005691,Industry Discussion,CRS019385,USR002120,How to solve a practical challenge in AI? #5691,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",295,USR014967,True,Resolved,2026-02-01
FRM005692,Project Help,,USR036115,How to solve a practical challenge in AI? #5692,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to AI.",264,,True,Open,2026-03-28
FRM005693,Industry Discussion,CRS017799,USR041611,How to solve a practical challenge in Cloud? #5693,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Cloud.",19,USR036191,False,Closed,2026-02-21
FRM005694,Doubt Solving,CRS034225,USR008982,How to solve a practical challenge in Leadership? #5694,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",110,USR035126,True,Closed,2026-04-08
FRM005695,Doubt Solving,,USR045153,How to solve a practical challenge in Leadership? #5695,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",131,USR041913,True,Open,2025-12-24
FRM005696,Project Help,CRS045943,USR025264,How to solve a practical challenge in Project Management? #5696,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",204,,False,Closed,2026-04-27
FRM005697,Industry Discussion,CRS007013,USR013552,How to solve a practical challenge in Healthcare? #5697,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Healthcare.",185,,True,Pinned,2026-03-14
FRM005698,Trainer Q&A,CRS032876,USR041450,How to solve a practical challenge in Sales? #5698,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",90,USR000927,False,Closed,2026-04-29
FRM005699,Trainer Q&A,CRS032846,USR025697,How to solve a practical challenge in Finance? #5699,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",241,,True,Closed,2026-01-09
FRM005700,Project Help,CRS038694,USR023580,How to solve a practical challenge in Sales? #5700,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",275,USR023870,True,Open,2026-04-25
FRM005701,AI Forum,CRS044624,USR043328,How to solve a practical challenge in Project Management? #5701,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Project Management.",286,USR025743,True,Pinned,2026-03-18
FRM005702,Doubt Solving,,USR039389,How to solve a practical challenge in Digital Marketing? #5702,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",21,USR024709,False,Resolved,2026-02-19
FRM005703,AI Forum,,USR019892,How to solve a practical challenge in Leadership? #5703,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Leadership.",183,USR039413,True,Closed,2026-04-16
FRM005704,Doubt Solving,CRS041740,USR022654,How to solve a practical challenge in Quality Management? #5704,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",19,USR045035,True,Closed,2026-03-14
FRM005705,Project Help,CRS029980,USR039935,How to solve a practical challenge in Sales? #5705,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Sales.",216,USR014038,True,Resolved,2025-11-19
FRM005706,Doubt Solving,CRS011290,USR029105,How to solve a practical challenge in Quality Management? #5706,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Quality Management.",193,,True,Pinned,2025-12-27
FRM005707,Project Help,,USR024398,How to solve a practical challenge in Full Stack? #5707,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Full Stack.",259,USR010805,False,Resolved,2026-05-12
FRM005708,AI Forum,,USR020488,How to solve a practical challenge in Digital Marketing? #5708,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Digital Marketing.",16,,False,Resolved,2026-02-15
FRM005709,AI Forum,CRS029259,USR029425,How to solve a practical challenge in HR? #5709,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to HR.",117,USR025009,False,Resolved,2026-02-26
FRM005710,Career Guidance,CRS027546,USR040631,How to solve a practical challenge in Finance? #5710,"Community discussion thread for peer learning, AI tutor guidance, and expert answers related to Finance.",35,USR044648,True,Pinned,2026-03-01
